Bank,Year,STATE_SHARE,LOANS,ASSETS,DEPOSITS_ASSETS,PROFIT_BT_ASSETS,COST_TO_INCOME,EQUITY_ASSETS,LLOSS_RES_ON_GLOANS
353,2011,0.00,269 822.15,402 216.38,0.51,0.88,92.47,0.12,5.83
354,2005,0.00,10 717.87,70 512.02,0.36,3.60,90.93,0.56,13.31
354,2006,0.00,30 923.47,74 590.05,0.23,3.40,78.13,0.60,3.06
354,2007,0.00,63 898.81,133 092.82,0.47,0.80,83.69,0.37,2.22
354,2008,0.00,77 960.96,141 021.64,0.47,1.23,95.51,0.29,6.02
354,2009,0.00,58 936.54,303 662.11,0.70,3.54,92.65,0.18,17.96
354,2010,0.00,104 164.59,406 472.72,0.71,2.77,79.01,0.14,12.67
354,2011,0.00,155 183.39,388 261.49,0.54,2.20,86.24,0.16,7.23
355,2005,0.00,92 042.29,224 685.46,0.68,3.50,48.81,0.18,1.05
355,2006,0.00,200 963.80,398 819.98,0.70,2.15,48.85,0.12,0.49
355,2007,0.00,286 261.53,501 052.05,0.68,2.99,36.94,0.13,0.34
355,2008,0.00,138 287.47,312 704.57,0.58,4.46,68.42,0.18,3.17
355,2009,0.00,123 937.08,334 153.63,0.75,3.26,76.36,0.21,8.37
355,2010,0.00,130 594.81,324 974.71,0.65,4.80,50.18,0.23,7.71
355,2011,0.00,190 873.39,384 929.97,0.63,2.43,58.25,0.20,4.62
356,2005,0.00,107 714.17,224 260.27,0.79,1.62,47.48,0.14,19.67
356,2006,0.00,120 173.86,280 597.58,0.82,1.05,31.08,0.13,26.35
356,2008,0.00,258 423.38,402 755.69,0.87,1.70,98.98,0.09,27.50
356,2009,0.00,228 250.61,374 477.01,0.82,2.06,98.18,0.11,36.61
356,2010,0.00,217 831.20,381 649.99,0.78,1.31,97.32,0.11,39.71
357,2005,0.00,99 662.99,134 904.51,0.69,1.21,70.07,0.11,10.96
357,2006,0.00,122 696.81,193 196.75,0.74,0.93,90.86,0.09,10.27
357,2007,0.00,146 089.49,230 349.05,0.69,1.33,98.39,0.09,7.20
357,2008,0.00,116 531.91,150 690.33,0.76,1.94,95.89,0.11,4.41
357,2009,0.00,108 802.54,170 011.99,0.77,0.82,98.22,0.10,8.02
357,2010,0.00,137 984.93,215 172.93,0.70,2.17,91.52,0.09,9.20
357,2011,0.00,225 256.22,381 174.02,0.80,1.13,91.16,0.05,4.35
358,2005,0.00,79 257.89,118 681.39,0.68,0.72,44.33,0.23,1.64
358,2006,0.00,165 612.30,198 112.76,0.77,0.93,47.48,0.16,1.09
358,2007,0.00,241 642.53,309 551.37,0.82,1.03,35.58,0.14,1.71
358,2008,0.00,208 544.92,283 018.38,0.74,0.77,94.83,0.14,1.19
358,2009,0.00,210 434.89,293 272.87,0.62,1.28,96.87,0.13,1.71
358,2010,0.00,230 664.99,339 039.46,0.69,0.43,92.55,0.11,1.19
358,2011,0.00,241 710.08,380 229.46,0.67,0.83,73.06,0.10,0.84
359,2005,0.00,56 084.92,79 031.15,0.57,2.45,63.75,0.19,1.11
359,2006,0.00,100 209.56,143 028.20,0.63,1.57,64.63,0.15,1.56
359,2007,0.00,175 853.29,263 825.72,0.54,1.64,52.37,0.12,2.28
359,2008,0.00,162 729.89,269 790.31,0.65,2.31,90.10,0.11,3.51
359,2009,0.00,192 699.36,277 672.95,0.63,1.74,97.47,0.13,7.14
359,2010,0.00,189 409.35,298 134.31,0.56,2.46,86.49,0.15,7.54
359,2011,0.00,225 965.97,379 093.80,0.56,2.18,85.76,0.12,4.94
360,2005,0.00,151 856.17,194 454.97,0.67,8.59,29.60,0.33,3.67
360,2006,0.00,227 392.70,263 862.88,0.54,5.79,40.79,0.31,3.85
360,2007,0.00,287 270.53,419 702.43,0.61,4.05,48.80,0.24,4.27
360,2009,0.00,131 003.63,170 601.30,0.43,2.19,64.86,0.50,15.40
360,2010,0.00,192 047.08,237 258.37,0.62,2.46,67.29,0.37,9.38
360,2011,0.00,306 254.48,378 005.40,0.75,1.60,77.57,0.23,5.07
361,2007,0.00,72 467.75,135 191.27,0.67,2.39,68.16,0.10,3.00
361,2008,0.00,99 980.57,160 225.09,0.66,3.27,88.29,0.11,4.40
361,2009,0.00,92 119.07,198 949.82,0.68,2.95,95.30,0.12,11.75
361,2010,0.00,131 327.16,251 931.81,0.66,2.87,88.19,0.09,10.11
361,2011,0.00,175 861.70,377 204.50,0.59,1.72,92.93,0.08,8.32
362,2005,0.00,101 419.27,145 981.07,0.76,7.06,46.16,0.16,3.07
362,2006,0.00,174 413.52,259 108.05,0.77,5.93,42.93,0.17,2.23
362,2007,0.00,266 297.83,394 276.91,0.81,2.66,53.87,0.15,2.69
362,2008,0.00,244 315.95,377 105.16,0.79,1.64,60.05,0.15,4.14
363,2007,0.00,133 580.96,207 060.27,0.50,6.67,43.42,0.44,13.42
363,2008,0.00,105 947.98,180 152.49,0.38,2.58,95.90,0.45,23.17
363,2009,0.00,66 990.72,282 518.80,0.58,2.48,98.36,0.31,47.87
363,2010,0.00,127 055.63,293 555.76,0.58,1.14,98.71,0.29,39.90
363,2011,0.00,211 930.63,377 068.43,0.66,1.08,98.75,0.22,28.88
364,2007,0.00,275 861.47,338 872.53,0.46,1.70,47.39,0.47,12.14
364,2008,0.00,234 186.44,306 157.72,0.39,1.48,96.44,0.45,17.02
364,2009,0.00,263 210.07,448 210.96,0.56,1.06,96.97,0.31,19.21
364,2010,0.00,234 716.55,378 890.75,0.33,1.22,97.33,0.36,22.75
364,2011,0.00,252 249.37,373 327.38,0.39,1.23,97.85,0.35,19.04
365,2006,0.00,73 353.45,116 861.73,0.81,1.78,66.95,0.10,2.57
365,2007,0.00,79 844.70,125 134.07,0.74,2.34,66.53,0.11,3.64
365,2008,0.00,63 925.17,94 292.32,0.54,1.11,97.10,0.11,1.22
365,2009,0.00,104 597.46,138 391.38,0.25,1.08,98.17,0.09,4.04
365,2010,0.00,207 797.50,290 058.33,0.19,1.41,91.90,0.05,5.23
365,2011,0.00,288 364.80,372 747.47,0.17,5.30,80.68,0.09,9.50
366,2005,0.00,95 201.39,180 078.08,0.73,0.76,64.06,0.11,4.23
366,2006,0.00,221 781.92,379 112.87,0.73,1.09,92.16,0.06,1.46
366,2007,0.00,441 969.30,938 765.29,0.69,0.93,68.38,0.05,4.49
366,2008,0.00,220 724.84,392 358.22,0.52,1.09,97.08,0.10,10.83
366,2009,0.00,111 581.40,195 540.94,0.28,-0.06,100.07,0.19,20.62
366,2010,0.00,196 299.32,371 325.38,0.42,1.26,92.24,0.10,8.81
367,2005,0.00,34 855.31,57 976.31,0.62,1.25,78.64,0.10,3.43
367,2006,0.00,68 163.84,102 277.19,0.53,1.24,78.43,0.07,3.86
367,2007,0.00,119 587.59,157 099.87,0.46,2.53,78.83,0.07,2.24
367,2008,0.00,103 209.56,149 668.35,0.45,2.79,91.26,0.08,3.02
367,2009,0.00,129 364.00,240 151.26,0.48,1.34,95.76,0.09,4.59
367,2010,0.00,163 171.58,322 141.74,0.45,1.75,88.43,0.08,3.67
367,2011,0.00,246 626.11,371 070.46,0.37,1.73,91.93,0.07,4.39
368,2005,0.00,34 181.12,70 391.49,0.66,1.73,41.59,0.30,17.41
368,2006,0.00,45 431.37,71 146.63,0.42,2.64,121.52,0.33,8.74
368,2007,0.00,82 494.76,117 438.42,0.38,2.22,90.96,0.23,4.61
368,2008,0.00,65 775.52,87 517.33,0.45,1.78,95.61,0.25,11.22
368,2010,0.00,18 392.75,49 484.30,0.32,2.60,92.69,0.44,45.85
368,2011,0.00,297 881.51,366 741.34,0.47,4.76,82.79,0.09,6.91
369,2005,0.00,58 145.99,508 082.57,0.54,6.48,41.19,0.39,10.26
369,2006,0.00,62 429.14,591 371.53,0.49,9.07,34.81,0.45,17.11
369,2009,0.00,293 211.16,520 850.28,0.37,5.14,83.65,0.55,8.67
369,2010,0.00,188 129.17,439 931.64,0.24,5.72,83.45,0.67,23.32
369,2011,0.00,157 317.53,366 418.47,0.18,2.54,88.89,0.67,27.44
370,2007,0.00,414 799.76,501 217.04,0.50,2.48,84.90,0.17,5.70
370,2008,0.00,324 862.33,365 652.79,0.41,1.04,98.68,0.19,9.07
371,2005,0.00,80 442.81,104 831.10,0.50,3.60,52.73,0.08,1.06
371,2006,0.00,167 724.32,218 935.33,0.50,2.61,52.53,0.06,1.77
371,2007,0.00,321 334.78,378 611.51,0.47,1.50,48.92,0.07,4.05
371,2008,0.00,286 681.71,331 627.52,0.43,1.40,95.47,0.07,8.56
371,2009,0.00,195 920.48,293 012.77,0.38,-1.29,101.90,0.06,19.83
371,2010,0.00,164 763.27,262 125.99,0.32,0.98,97.50,0.07,20.70
371,2011,0.00,195 898.19,363 991.50,0.22,3.46,87.94,0.07,18.45
372,2007,0.00,73 769.58,134 856.51,0.33,0.59,91.21,0.43,1.70
372,2008,0.00,134 253.21,212 949.25,0.66,0.89,96.41,0.23,2.47
372,2009,0.00,109 108.52,227 087.86,0.54,0.33,99.64,0.22,1.94
372,2010,0.00,107 575.77,226 830.84,0.22,0.85,95.09,0.16,6.26
372,2011,0.00,116 021.16,361 135.10,0.42,0.39,95.16,0.09,2.98
373,2005,0.00,36 397.12,91 019.27,0.49,2.12,67.42,0.08,7.48
373,2006,0.00,85 341.97,179 084.20,0.54,3.17,47.64,0.10,7.52
373,2007,0.00,167 972.43,362 299.62,0.37,3.86,54.43,0.09,5.03
373,2008,0.00,108 211.40,313 690.70,0.57,0.52,97.81,0.09,5.82
373,2009,0.00,116 053.77,366 604.52,0.61,-1.29,102.97,0.07,11.89
373,2010,0.00,59 999.54,293 039.70,0.50,1.90,94.48,0.09,23.78
373,2011,0.00,35 019.77,360 749.12,0.70,4.32,79.45,0.10,30.09
374,2005,0.00,35 089.27,47 850.64,0.48,3.87,61.29,0.23,1.28
374,2006,0.00,66 756.31,96 108.29,0.43,1.80,60.80,0.15,2.84
374,2007,0.00,116 300.28,156 356.83,0.30,2.91,58.47,0.15,3.60
374,2010,0.00,103 526.50,263 955.54,0.31,2.90,82.11,0.12,8.33
374,2011,0.00,107 276.38,356 738.91,0.17,1.73,88.55,0.09,13.85
375,2005,0.00,20 258.73,33 961.02,0.49,5.10,52.75,0.26,2.04
375,2006,0.00,63 479.08,78 067.23,0.47,3.81,53.51,0.28,1.14
375,2007,0.00,134 403.90,238 978.25,0.48,3.04,38.51,0.10,1.30
375,2008,0.00,136 602.02,300 216.31,0.56,2.91,85.28,0.21,4.11
375,2009,0.00,158 749.48,274 506.48,0.53,1.14,97.46,0.23,6.36
375,2010,0.00,194 188.31,315 789.82,0.52,0.85,94.23,0.19,8.36
375,2011,0.00,177 587.65,352 523.37,0.34,1.33,87.01,0.30,8.97
376,2005,0.00,80 908.02,117 659.66,0.51,3.27,60.35,0.11,3.24
376,2006,0.00,111 346.92,173 172.33,0.54,3.09,69.43,0.09,0.91
376,2007,0.00,172 764.62,275 191.92,0.49,2.53,63.55,0.12,0.36
376,2008,0.00,162 864.70,246 499.10,0.45,3.10,87.12,0.14,1.82
376,2009,0.00,168 868.67,338 351.50,0.53,2.15,95.26,0.12,2.12
376,2010,0.00,209 720.11,335 956.70,0.31,2.60,74.58,0.13,0.72
376,2011,0.00,238 701.70,352 133.85,0.26,1.78,77.41,0.13,0.75
377,2005,0.00,139 068.50,187 733.80,0.48,1.80,67.08,0.17,3.45
377,2006,0.00,201 502.48,307 682.47,0.53,1.38,77.49,0.12,3.82
377,2007,0.00,286 353.12,378 882.39,0.43,2.38,70.90,0.12,4.13
377,2008,0.00,149 760.73,240 621.54,0.39,1.73,95.77,0.15,9.35
377,2009,0.00,132 037.55,237 066.38,0.34,1.03,96.91,0.15,9.59
377,2010,0.00,157 751.90,243 125.77,0.30,1.08,95.26,0.15,8.13
377,2011,0.00,242 181.81,338 313.55,0.25,0.70,97.69,0.10,5.17
378,2005,0.00,40 472.06,237 402.91,0.31,1.09,61.64,0.25,17.97
378,2006,0.00,75 056.07,238 015.84,0.37,1.26,72.18,0.28,12.46
378,2007,0.00,101 643.35,285 859.11,0.49,1.07,65.72,0.26,13.66
378,2008,0.00,39 955.48,192 787.24,0.48,2.16,97.06,0.33,41.44
378,2009,0.00,78 977.45,176 323.47,0.38,2.65,99.18,0.38,28.30
378,2010,0.00,86 634.63,227 648.44,0.43,1.65,97.34,0.29,29.25
378,2011,0.00,184 027.22,333 674.01,0.60,1.09,97.64,0.19,19.97
379,2007,0.00,217 951.04,289 398.15,0.74,2.61,34.17,0.21,11.84
379,2008,0.00,75 491.89,88 553.05,0.35,3.13,97.07,0.56,26.97
379,2009,0.00,86 022.86,113 768.09,0.47,1.58,96.97,0.44,23.14
379,2010,0.00,122 486.60,207 363.01,0.57,1.76,97.70,0.24,13.17
379,2011,0.00,201 651.38,333 070.86,0.67,1.02,97.86,0.15,11.51
380,2005,0.00,155 532.78,256 450.98,0.71,0.88,32.79,0.12,8.78
380,2006,0.00,235 323.63,373 732.35,0.76,1.52,31.70,0.10,9.13
380,2007,0.00,200 234.37,404 071.54,0.74,1.91,42.56,0.11,12.96
380,2008,0.00,118 980.99,295 009.85,0.75,1.90,96.08,0.13,20.05
380,2009,0.00,142 642.04,214 782.62,0.66,1.46,98.70,0.18,19.94
380,2010,0.00,127 867.17,193 823.35,0.61,1.63,96.20,0.21,17.53
380,2011,0.00,172 174.61,330 046.80,0.52,1.17,94.72,0.12,10.96
381,2005,0.00,86 072.62,127 875.73,0.55,1.15,76.54,0.24,3.90
381,2006,0.00,103 676.37,144 435.78,0.53,1.31,75.98,0.24,5.99
381,2007,0.00,108 038.51,176 928.52,0.55,1.67,91.05,0.22,5.66
381,2008,0.00,92 336.83,154 946.87,0.41,1.44,98.10,0.22,5.47
381,2009,0.00,86 502.71,167 931.65,0.37,1.17,98.60,0.21,3.51
381,2010,0.00,101 170.72,223 974.18,0.40,1.13,96.38,0.15,1.80
381,2011,0.00,152 570.03,327 509.16,0.45,0.10,99.51,0.10,1.87
382,2005,0.00,173 150.36,232 412.07,0.61,1.01,59.34,0.23,4.27
382,2006,0.00,160 714.89,268 329.08,0.63,3.35,73.26,0.24,2.70
382,2007,0.00,306 540.31,396 643.87,0.74,-0.54,102.12,0.17,2.07
383,2006,0.00,131 222.81,220 946.03,0.74,3.32,39.19,0.19,2.70
383,2007,0.00,218 815.21,333 265.67,0.67,2.81,40.63,0.25,3.88
383,2008,0.00,201 177.63,289 285.25,0.50,2.23,95.06,0.25,10.48
383,2009,0.00,205 954.32,305 233.33,0.53,2.34,95.13,0.25,15.03
383,2010,0.00,207 952.05,326 658.21,0.49,2.26,92.00,0.24,15.71
383,2011,0.00,205 133.07,319 106.69,0.47,1.52,94.92,0.24,15.20
384,2005,0.00,204 977.76,298 050.29,0.67,1.81,28.93,0.13,3.62
384,2006,0.00,193 168.87,291 945.49,0.66,4.31,30.70,0.17,6.70
384,2007,0.00,217 504.91,324 950.66,0.62,2.84,43.08,0.16,8.41
384,2008,0.00,193 820.17,276 099.18,0.59,7.69,84.67,0.16,9.85
384,2009,0.00,209 653.11,272 208.42,0.41,1.77,98.25,0.19,12.26
384,2010,0.00,200 062.50,279 167.19,0.34,2.65,92.90,0.19,13.22
384,2011,0.00,229 991.39,318 204.90,0.43,2.58,92.36,0.16,10.45
385,2006,0.00,23 391.08,52 071.47,0.74,-1.19,102.85,0.16,0.51
385,2007,0.00,224 595.49,312 302.06,0.41,1.63,89.95,0.25,0.08
385,2008,0.00,539 956.11,768 402.73,0.51,2.47,95.01,0.10,0.51
385,2009,0.00,285 478.42,523 504.70,0.26,3.64,98.09,0.16,13.49
385,2010,0.00,207 209.39,449 292.13,0.41,1.45,91.88,0.17,16.22
385,2011,0.00,165 087.85,316 019.57,0.68,2.41,94.59,0.23,13.61
386,2005,0.00,39 440.08,60 233.37,0.43,3.72,47.58,0.12,6.05
386,2006,0.00,70 328.66,101 812.99,0.39,3.21,50.01,0.12,8.22
386,2007,0.00,147 227.23,197 702.00,0.46,3.22,59.12,0.14,7.84
386,2008,0.00,151 148.90,216 842.46,0.43,3.88,90.15,0.15,8.64
386,2009,0.00,166 016.74,251 270.96,0.34,1.59,96.32,0.14,11.92
386,2010,0.00,195 264.11,325 369.27,0.25,1.64,94.31,0.11,10.37
386,2011,0.00,195 522.75,312 368.60,0.22,2.28,93.39,0.12,11.85
387,2007,100.00,226 666.49,273 145.25,0.84,2.33,37.37,0.16,3.51
387,2008,100.00,232 066.93,291 286.48,0.75,-0.97,108.64,0.18,3.70
387,2009,100.00,225 948.29,366 994.81,0.37,1.44,93.05,0.37,9.07
387,2010,100.00,250 029.26,345 646.36,0.33,3.14,62.93,0.60,8.79
387,2011,100.00,230 426.16,309 538.79,0.34,4.16,52.01,0.65,9.10
388,2005,0.00,47 132.70,90 643.31,0.55,4.58,44.46,0.16,3.91
388,2006,0.00,114 229.90,168 921.84,0.46,2.43,58.13,0.11,1.80
388,2007,0.00,165 006.47,265 589.13,0.49,1.86,63.34,0.12,2.26
388,2008,0.00,132 222.27,183 911.93,0.39,1.47,95.47,0.14,2.76
388,2009,0.00,117 766.58,179 449.09,0.26,0.95,98.20,0.15,6.46
388,2010,0.00,155 436.60,238 125.33,0.26,0.72,95.99,0.11,5.15
388,2011,0.00,192 086.43,303 308.97,0.16,0.69,95.83,0.09,5.04
389,2005,0.00,24 264.54,155 785.57,0.72,2.07,45.43,0.14,0.33
389,2007,0.00,112 040.80,185 343.96,0.44,3.75,45.29,0.36,0.26
389,2008,0.00,88 216.67,174 557.67,0.56,1.81,91.19,0.28,5.82
389,2009,0.00,120 522.22,193 057.72,0.51,6.49,91.44,0.34,1.70
389,2010,0.00,118 715.65,255 100.54,0.55,3.38,59.18,0.28,1.98
389,2011,0.00,198 642.53,299 828.23,0.60,2.43,72.73,0.24,3.23
390,2005,0.00,90 037.35,201 445.33,0.73,-1.01,63.33,0.13,12.44
390,2006,0.00,106 611.57,263 661.60,0.83,2.29,70.42,0.13,11.79
390,2007,0.00,140 347.59,298 461.67,0.84,-1.67,104.79,0.10,11.21
391,2005,0.00,73 574.64,106 699.53,0.47,4.53,55.92,0.11,4.41
391,2006,0.00,106 336.19,149 597.32,0.47,2.53,55.47,0.10,5.77
391,2007,0.00,136 469.39,206 190.04,0.44,2.88,54.85,0.12,7.99
391,2008,0.00,126 957.09,183 703.15,0.37,2.58,91.60,0.11,10.86
391,2009,0.00,139 429.22,212 233.64,0.35,0.70,98.49,0.10,14.17
391,2010,0.00,166 765.25,274 882.34,0.31,1.20,94.39,0.08,12.77
391,2011,0.00,169 775.12,294 935.75,0.32,1.99,90.17,0.09,13.29
392,2005,94.64,12 243.55,119 190.49,0.45,1.52,74.84,0.52,1.26
392,2006,94.60,82 586.75,216 553.81,0.67,0.44,84.47,0.32,0.73
392,2007,94.60,105 274.95,183 405.17,0.57,1.12,83.74,0.41,0.51
392,2008,94.60,123 694.71,189 224.80,0.67,0.10,92.93,0.31,0.75
392,2009,100.00,125 779.49,219 073.41,0.70,2.44,57.02,0.29,2.52
393,2006,0.00,19 052.34,89 656.79,0.86,1.31,61.94,0.10,4.81
393,2007,0.00,39 621.33,155 499.02,0.87,2.59,55.96,0.08,3.82
393,2008,0.00,43 886.30,99 031.84,0.75,2.37,92.55,0.20,2.56
393,2009,0.00,51 061.53,130 255.31,0.81,1.13,97.93,0.16,7.53
393,2010,0.00,75 072.20,186 152.82,0.83,1.28,91.32,0.12,4.25
393,2011,0.00,117 089.52,293 462.77,0.80,2.52,75.88,0.12,2.45
394,2005,48.64,38 874.94,86 617.08,0.61,3.45,39.63,0.14,20.13
394,2007,0.00,80 833.04,363 264.57,0.71,1.43,29.37,0.12,17.85
394,2008,0.00,118 111.70,309 154.92,0.64,1.49,95.17,0.12,11.60
394,2009,0.00,85 943.45,330 994.89,0.52,1.39,98.12,0.13,25.17
394,2010,0.00,86 988.90,329 393.04,0.28,0.85,95.47,0.12,19.89
394,2011,0.00,91 059.75,293 222.84,0.56,0.47,96.60,0.13,14.35
395,2005,0.00,58 116.84,108 172.57,0.60,1.92,64.37,0.10,9.48
395,2006,0.00,104 783.35,185 166.59,0.59,1.75,76.03,0.10,7.48
395,2007,0.00,162 842.31,257 634.05,0.57,3.43,81.39,0.11,3.65
395,2008,0.00,130 039.08,201 289.61,0.39,2.52,89.93,0.13,3.61
395,2009,0.00,120 153.68,252 521.79,0.48,1.74,93.00,0.13,5.51
395,2010,0.00,147 138.32,272 219.93,0.48,0.91,96.01,0.12,6.21
395,2011,0.00,167 312.62,293 084.78,0.24,1.08,94.69,0.11,6.10
396,2005,0.00,94 112.92,171 426.71,0.64,1.19,63.87,0.12,1.35
396,2006,0.00,123 550.40,187 872.63,0.22,2.65,54.85,0.17,3.02
396,2007,0.00,159 094.85,278 954.70,0.14,2.21,60.07,0.13,3.33
396,2008,0.00,158 766.29,241 762.51,0.18,1.63,89.71,0.15,4.93
396,2009,0.00,175 702.31,264 461.28,0.20,1.07,94.34,0.18,6.02
396,2010,0.00,211 181.31,280 454.76,0.16,1.16,92.63,0.17,5.49
396,2011,0.00,211 374.98,287 746.65,0.23,0.74,95.21,0.20,7.28
397,2006,0.00,68 073.68,225 848.63,0.80,3.02,40.88,0.12,0.17
397,2007,0.00,90 422.47,347 983.63,0.54,0.86,71.55,0.08,0.39
397,2008,0.00,60 038.97,186 804.85,0.59,-3.16,105.98,0.19,2.56
397,2009,0.00,80 669.84,162 501.26,0.56,3.82,96.26,0.26,2.87
397,2010,0.00,150 530.53,232 768.35,0.63,2.41,69.76,0.20,2.11
397,2011,0.00,169 417.32,286 394.71,0.68,2.81,62.91,0.17,1.51
398,2005,0.00,163 335.82,221 089.91,0.77,1.95,47.08,0.19,10.39
398,2006,0.00,152 215.02,272 805.58,0.70,6.39,60.30,0.21,7.40
398,2007,0.00,303 536.92,410 721.45,0.46,1.68,97.27,0.16,2.23
398,2008,0.00,282 949.90,333 604.86,0.18,1.50,96.28,0.18,2.74
398,2009,0.00,262 154.68,360 089.59,0.32,0.35,99.34,0.16,3.17
398,2010,0.00,246 841.57,280 419.68,0.11,0.35,98.43,0.20,3.75
398,2011,0.00,226 064.18,286 154.03,0.17,0.69,96.63,0.19,2.84
399,2006,0.00,58 748.89,92 662.21,0.58,1.10,84.45,0.06,2.09
399,2007,0.00,99 601.08,139 964.07,0.65,1.43,73.51,0.06,1.48
399,2008,0.00,91 347.67,129 750.28,0.61,1.77,92.40,0.05,2.88
400,2006,0.00,121 655.68,323 766.87,0.70,1.05,67.12,0.14,0.20
400,2007,0.00,238 934.70,775 524.22,0.62,0.64,72.05,0.10,0.48
400,2008,0.00,258 279.78,504 710.16,0.41,0.76,99.33,0.11,0.53
400,2009,0.00,185 324.64,474 122.46,0.21,1.53,99.27,0.14,2.14
400,2010,0.00,164 700.80,367 041.12,0.31,1.27,79.10,0.19,2.45
400,2011,0.00,129 705.61,281 008.59,0.18,1.51,80.58,0.21,4.03
401,2006,0.00,307 545.98,440 288.51,0.65,2.64,75.05,0.10,9.15
401,2007,0.00,271 029.77,420 654.43,0.57,6.13,94.47,0.16,6.43
401,2008,0.00,183 394.45,393 254.84,0.55,1.72,96.72,0.13,7.05
401,2009,0.00,140 004.94,249 944.15,0.42,-5.38,106.11,0.16,15.25
401,2011,0.00,140 657.56,278 712.73,0.38,2.85,84.03,0.11,13.69
402,2006,0.00,206 033.89,514 032.49,0.72,3.85,58.21,0.11,0.33
402,2007,0.00,201 089.21,501 181.97,0.59,2.66,89.81,0.14,0.51
402,2008,0.00,198 201.09,772 937.29,0.77,2.34,93.92,0.10,1.58
402,2009,60.75,88 503.49,301 902.33,0.45,5.66,96.58,0.28,9.87
402,2010,60.30,60 019.98,725 979.35,0.73,5.07,77.76,0.23,26.93
402,2011,60.30,24 914.04,266 969.50,0.27,1.62,99.41,0.59,11.94
403,2005,0.00,42 831.58,98 879.39,0.77,1.54,57.33,0.11,13.79
403,2006,0.00,84 493.01,155 368.18,0.80,1.26,49.27,0.08,10.44
403,2007,0.00,111 803.41,224 947.77,0.84,2.40,63.32,0.08,6.51
403,2008,0.00,99 737.55,187 539.49,0.84,1.24,96.28,0.07,6.19
403,2009,0.00,135 662.11,234 698.82,0.78,0.90,98.77,0.08,5.71
403,2010,0.00,123 221.35,242 727.04,0.72,1.96,90.74,0.08,8.34
403,2011,0.00,143 333.48,266 715.28,0.65,0.65,96.90,0.09,5.54
404,2005,0.00,64 601.76,92 979.42,0.43,1.62,76.89,0.11,2.90
404,2006,0.00,107 490.31,161 309.02,0.42,1.36,69.70,0.07,3.26
404,2007,0.00,158 257.81,231 123.55,0.38,1.98,68.03,0.12,2.89
404,2008,0.00,130 918.41,194 219.86,0.32,3.16,93.61,0.13,3.70
404,2009,0.00,136 842.05,224 355.67,0.31,2.01,95.34,0.14,3.66
404,2010,0.00,170 919.74,273 835.19,0.30,1.06,94.40,0.14,2.91
404,2011,0.00,166 421.52,265 655.43,0.33,1.07,93.36,0.14,3.20
405,2005,0.00,34 101.45,47 311.60,0.50,5.13,62.64,0.13,2.10
405,2006,0.00,54 020.30,78 638.91,0.53,4.58,63.81,0.15,2.56
405,2007,0.00,107 852.94,153 026.54,0.59,3.34,64.22,0.10,3.03
405,2008,0.00,70 067.46,103 589.88,0.44,3.88,88.91,0.14,6.62
405,2009,0.00,85 369.88,142 631.96,0.60,1.42,95.76,0.14,6.00
405,2010,0.00,126 923.50,173 940.98,0.56,0.98,94.71,0.12,5.01
405,2011,0.00,146 124.15,264 356.86,0.60,1.02,94.06,0.08,5.53
406,2005,0.00,42 170.11,111 731.20,0.47,2.46,77.30,0.11,6.33
406,2006,0.00,73 126.30,163 645.88,0.45,8.12,56.68,0.13,3.83
406,2007,0.00,97 253.02,191 203.56,0.47,2.93,79.54,0.13,2.94
406,2008,0.00,101 951.61,189 488.34,0.48,2.45,88.59,0.11,4.04
406,2009,0.00,77 765.59,228 834.06,0.52,1.06,96.97,0.09,4.24
406,2010,0.00,89 836.95,216 670.06,0.46,1.11,93.20,0.13,4.37
406,2011,0.00,116 397.36,263 274.24,0.47,1.48,88.10,0.11,2.69
407,2005,0.00,61 071.35,80 509.20,0.77,1.52,37.17,0.14,3.34
407,2006,0.00,77 062.37,107 177.75,0.74,1.60,36.09,0.12,6.26
407,2007,0.00,84 781.55,105 357.85,0.64,1.94,42.89,0.14,8.61
407,2008,0.00,90 374.88,115 889.54,0.67,0.75,98.47,0.11,8.93
407,2009,0.00,141 113.03,181 472.01,0.77,0.66,98.92,0.08,9.32
407,2010,0.00,185 095.79,233 667.92,0.54,0.66,97.04,0.08,10.68
407,2011,0.00,147 547.00,261 780.99,0.59,0.59,98.26,0.08,16.74
408,2007,0.00,120 316.79,175 051.65,0.61,2.06,65.13,0.08,2.01
408,2008,0.00,92 023.29,135 604.76,0.38,3.15,87.04,0.11,2.98
408,2009,0.00,114 580.54,186 610.37,0.47,1.17,96.65,0.10,4.51
408,2010,0.00,138 881.34,219 330.47,0.42,1.43,91.47,0.09,3.73
408,2011,0.00,163 747.53,261 239.93,0.29,1.47,92.90,0.13,4.26
409,2005,0.00,28 545.12,89 210.46,0.64,1.24,57.48,0.16,11.18
409,2006,0.00,39 246.37,180 322.89,0.71,0.71,81.26,0.09,13.41
409,2007,0.00,50 985.49,260 781.71,0.76,0.72,80.65,0.07,12.20
410,2005,0.00,31 529.19,68 504.20,0.48,1.21,81.02,0.13,5.05
410,2006,0.00,45 886.54,91 518.93,0.46,2.41,82.83,0.15,4.67
410,2007,0.00,60 510.59,119 741.51,0.36,2.16,85.61,0.14,3.98
410,2008,0.00,79 498.89,114 416.93,0.31,1.87,94.53,0.15,2.96
410,2009,0.00,80 164.81,149 535.38,0.27,0.43,98.76,0.13,6.09
